UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO, POPULAÇÃO ESTIMADA 
MG,31,46750,Palmópolis,5507
MG,31,46909,Papagaios,15674
MG,31,47006,Paracatu,93158
MG,31,47105,Pará de Minas,93969
MG,31,47204,Paraguaçu,21513
MG,31,47303,Paraisópolis,21083
MG,31,47402,Paraopeba,24540
MG,31,47501,Passabém,1649
MG,31,47600,Passa Quatro,16344
MG,31,47709,Passa Tempo,8084
MG,31,47808,Passa-Vinte,2039
MG,31,47907,Passos,114679
MG,31,47956,Patis,5972
MG,31,48004,Patos de Minas,152488
MG,31,48103,Patrocínio,90757
MG,31,48202,Patrocínio do Muriaé,5684
MG,31,48301,Paula Cândido,9571
MG,31,48400,Paulistas,4830
MG,31,48509,Pavão,8450
MG,31,48608,Peçanha,17541
MG,31,48707,Pedra Azul,24324
MG,31,48756,Pedra Bonita,7097
MG,31,48806,Pedra do Anta,3052
MG,31,48905,Pedra do Indaiá,3972
MG,31,49002,Pedra Dourada,2504
MG,31,49101,Pedralva,11195
MG,31,49150,Pedras de Maria da Cruz,12107
MG,31,49200,Pedrinópolis,3635
MG,31,49309,Pedro Leopoldo,64258
MG,31,49408,Pedro Teixeira,1807
MG,31,49507,Pequeri,3320
MG,31,49606,Pequi,4406
MG,31,49705,Perdigão,11506
MG,31,49804,Perdizes,16168
MG,31,49903,Perdões,21390
MG,31,49952,Periquito,6810
MG,31,50000,Pescador,4252
MG,31,50109,Piau,2748
MG,31,50158,Piedade de Caratinga,8566
MG,31,50208,Piedade de Ponte Nova,4140
MG,31,50307,Piedade do Rio Grande,4497
MG,31,50406,Piedade dos Gerais,4982
MG,31,50505,Pimenta,8660
MG,31,50539,Pingo-d'Água,4941
MG,31,50570,Pintópolis,7507
MG,31,50604,Piracema,6409
MG,31,50703,Pirajuba,6199
MG,31,50802,Piranga,17626
MG,31,50901,Piranguçu,5472
MG,31,51008,Piranguinho,8596
MG,31,51107,Pirapetinga,10752
MG,31,51206,Pirapora,56428
MG,31,51305,Piraúba,10787
MG,31,51404,Pitangui,27989
MG,31,51503,Piumhi,34691
MG,31,51602,Planura,12133
MG,31,51701,Poço Fundo,16791
MG,31,51800,Poços de Caldas,167397
MG,31,51909,Pocrane,8432
MG,31,52006,Pompéu,31812
MG,31,52105,Ponte Nova,59742
MG,31,52131,Ponto Chique,4261
MG,31,52170,Ponto dos Volantes,12121
MG,31,52204,Porteirinha,37906
MG,31,52303,Porto Firme,11279
MG,31,52402,Poté,16555
MG,31,52501,Pouso Alegre,150737
MG,31,52600,Pouso Alto,5940
MG,31,52709,Prados,9031
MG,31,52808,Prata,27856
MG,31,52907,Pratápolis,8603
MG,31,53004,Pratinha,3603
MG,31,53103,Presidente Bernardes,5369
MG,31,53202,Presidente Juscelino,3641
MG,31,53301,Presidente Kubitschek,3002
MG,31,53400,Presidente Olegário,19573
MG,31,53509,Alto Jequitibá,8317
MG,31,53608,Prudente de Morais,10733
MG,31,53707,Quartel Geral,3563
MG,31,53806,Queluzito,1939
MG,31,53905,Raposos,16354
MG,31,54002,Raul Soares,23762
MG,31,54101,Recreio,10517
MG,31,54150,Reduto,7154
MG,31,54200,Resende Costa,11500
MG,31,54309,Resplendor,17397
MG,31,54408,Ressaquinha,4808
MG,31,54457,Riachinho,8136
MG,31,54507,Riacho dos Machados,9481
MG,31,54606,Ribeirão das Neves,334858
MG,31,54705,Ribeirão Vermelho,4033
MG,31,54804,Rio Acima,10312
MG,31,54903,Rio Casca,13564
MG,31,55009,Rio Doce,2610
MG,31,55108,Rio do Prado,5150
MG,31,55207,Rio Espera,5474
MG,31,55306,Rio Manso,5832
MG,31,55405,Rio Novo,8949
MG,31,55504,Rio Paranaíba,12313
MG,31,55603,Rio Pardo de Minas,30914
MG,31,55702,Rio Piracicaba,14339
MG,31,55801,Rio Pomba,17910
MG,31,55900,Rio Preto,5476
MG,31,56007,Rio Vermelho,12846
MG,31,56106,Ritápolis,4604
MG,31,56205,Rochedo de Minas,2305
MG,31,56304,Rodeiro,8109
MG,31,56403,Romaria,3533
MG,31,56452,Rosário da Limeira,4594
MG,31,56502,Rubelita,5995
MG,31,56601,Rubim,10241
MG,31,56700,Sabará,136344
MG,31,56809,Sabinópolis,15470
MG,31,56908,Sacramento,26185
MG,31,57005,Salinas,41527
MG,31,57104,Salto da Divisa,7009
MG,31,57203,Santa Bárbara,31324
MG,31,57252,Santa Bárbara do Leste,8147
MG,31,57278,Santa Bárbara do Monte Verde,3150
MG,31,57302,Santa Bárbara do Tugúrio,4430
MG,31,57336,Santa Cruz de Minas,8604
MG,31,57377,Santa Cruz de Salinas,4142
MG,31,57401,Santa Cruz do Escalvado,4758
MG,31,57500,Santa Efigênia de Minas,4409
MG,31,57609,Santa Fé de Minas,3846
MG,31,57658,Santa Helena de Minas,6366
MG,31,57708,Santa Juliana,14003
MG,31,57807,Santa Luzia,219134
MG,31,57906,Santa Margarida,16208
MG,31,58003,Santa Maria de Itabira,10847
MG,31,58102,Santa Maria do Salto,5232
MG,31,58201,Santa Maria do Suaçuí,14615
MG,31,58300,Santana da Vargem,7100
MG,31,58409,Santana de Cataguases,3872
MG,31,58508,Santana de Pirapama,7642
MG,31,58607,Santana do Deserto,3976
MG,31,58706,Santana do Garambéu,2458
MG,31,58805,Santana do Jacaré,4821
MG,31,58904,Santana do Manhuaçu,8674
MG,31,58953,Santana do Paraíso,34663
MG,31,59001,Santana do Riacho,4295
MG,31,59100,Santana dos Montes,3777
MG,31,59209,Santa Rita de Caldas,8949
MG,31,59308,Santa Rita de Jacutinga,4884
MG,31,59357,Santa Rita de Minas,7212
MG,31,59407,Santa Rita de Ibitipoca,3425
MG,31,59506,Santa Rita do Itueto,5489
MG,31,59605,Santa Rita do Sapucaí,43260
MG,31,59704,Santa Rosa da Serra,3350
MG,31,59803,Santa Vitória,19742
MG,31,59902,Santo Antônio do Amparo,18525
MG,31,60009,Santo Antônio do Aventureiro,3602
MG,31,60108,Santo Antônio do Grama,3911
MG,31,60207,Santo Antônio do Itambé,3838
MG,31,60306,Santo Antônio do Jacinto,11640
MG,31,60405,Santo Antônio do Monte,28243
MG,31,60454,Santo Antônio do Retiro,7277
MG,31,60504,Santo Antônio do Rio Abaixo,1765
MG,31,60603,Santo Hipólito,3087
MG,31,60702,Santos Dumont,46487
MG,31,60801,São Bento Abade,5286
MG,31,60900,São Brás do Suaçuí,3738
MG,31,60959,São Domingos das Dores,5644
MG,31,61007,São Domingos do Prata,17359
MG,31,61056,São Félix de Minas,3369
MG,31,61106,São Francisco,56323
MG,31,61205,São Francisco de Paula,6527
MG,31,61304,São Francisco de Sales,6238
MG,31,61403,São Francisco do Glória,4844
MG,31,61502,São Geraldo,12366
MG,31,61601,São Geraldo da Piedade,3962
MG,31,61650,São Geraldo do Baixio,4012
MG,31,61700,São Gonçalo do Abaeté,8389
MG,31,61809,São Gonçalo do Pará,12411
MG,31,61908,São Gonçalo do Rio Abaixo,10920
MG,31,62005,São Gonçalo do Sapucaí,25449
MG,31,62104,São Gotardo,35469
MG,31,62203,São João Batista do Glória,7453
MG,31,62252,São João da Lagoa,4915
MG,31,62302,São João da Mata,2749
MG,31,62401,São João da Ponte,25165
MG,31,62450,São João das Missões,13014
MG,31,62500,São João del Rei,90082
MG,31,62559,São João do Manhuaçu,11559
MG,31,62575,São João do Manteninha,5859
MG,31,62609,São João do Oriente,7498
MG,31,62658,São João do Pacuí,4419
MG,31,62708,São João do Paraíso,23618
MG,31,62807,São João Evangelista,15774
MG,31,62906,São João Nepomuceno,26361
MG,31,62922,São Joaquim de Bicas,31578
MG,31,62948,São José da Barra,7426
MG,31,62955,São José da Lapa,23766
MG,31,63003,São José da Safira,4268
MG,31,63102,São José da Varginha,5004
MG,31,63201,São José do Alegre,4196
MG,31,63300,São José do Divino,3860
MG,31,63409,São José do Goiabal,5420
MG,31,63508,São José do Jacuri,6453
MG,31,63607,São José do Mantimento,2791
MG,31,63706,São Lourenço,45851
MG,31,63805,São Miguel do Anta,6938
MG,31,63904,São Pedro da União,4659
MG,31,64001,São Pedro dos Ferros,7781
MG,31,64100,São Pedro do Suaçuí,5246
MG,31,64209,São Romão,12337
MG,31,64308,São Roque de Minas,7051
MG,31,64407,São Sebastião da Bela Vista,5504
MG,31,64431,São Sebastião da Vargem Alegre,3007
MG,31,64472,São Sebastião do Anta,6555
MG,31,64506,São Sebastião do Maranhão,10044
MG,31,64605,São Sebastião do Oeste,6775
MG,31,64704,São Sebastião do Paraíso,70956
MG,31,64803,São Sebastião do Rio Preto,1506
MG,31,64902,São Sebastião do Rio Verde,2241
MG,31,65008,São Tiago,10941
MG,31,65107,São Tomás de Aquino,7021
MG,31,65206,São Thomé das Letras,7089
MG,31,65305,São Vicente de Minas,7753
MG,31,65404,Sapucaí-Mirim,6930
MG,31,65503,Sardoá,6300
MG,31,65537,Sarzedo,32752
MG,31,65552,Setubinha,12258
MG,31,65560,Sem-Peixe,2633
MG,31,65578,Senador Amaral,5356
MG,31,65602,Senador Cortes,2005
MG,31,65701,Senador Firmino,7812
MG,31,65800,Senador José Bento,1502
MG,31,65909,Senador Modestino Gonçalves,4156
MG,31,66006,Senhora de Oliveira,5786
MG,31,66105,Senhora do Porto,3523
MG,31,66204,Senhora dos Remédios,10459
MG,31,66303,Sericita,7326
MG,31,66402,Seritinga,1851
MG,31,66501,Serra Azul de Minas,4293
MG,31,66600,Serra da Saudade,781
MG,31,66709,Serra dos Aimorés,8699
MG,31,66808,Serra do Salitre,11582
MG,31,66907,Serrania,7669
MG,31,66956,Serranópolis de Minas,4781
MG,31,67004,Serranos,1963
MG,31,67103,Serro,20966
MG,31,67202,Sete Lagoas,239639
MG,31,67301,Silveirânia,2261
MG,31,67400,Silvianópolis,6238
MG,31,67509,Simão Pereira,2615
MG,31,67608,Simonésia,19633
MG,31,67707,Sobrália,5553
MG,31,67806,Soledade de Minas,6151
MG,31,67905,Tabuleiro,3750
MG,31,68002,Taiobeiras,34132
MG,31,68051,Taparuba,3110
MG,31,68101,Tapira,4773
MG,31,68200,Tapiraí,1875
MG,31,68309,Taquaraçu de Minas,4077
MG,31,68408,Tarumirim,14326
MG,31,68507,Teixeiras,11661
MG,31,68606,Teófilo Otoni,140592
MG,31,68705,Timóteo,89842
MG,31,68804,Tiradentes,7981
MG,31,68903,Tiros,6480
MG,31,69000,Tocantins,16659
MG,31,69059,Tocos do Moji,4101
MG,31,69109,Toledo,6258
MG,31,69208,Tombos,8022
MG,31,69307,Três Corações,79482
MG,31,69356,Três Marias,32356
MG,31,69406,Três Pontas,56746
MG,31,69505,Tumiritinga,6732
MG,31,69604,Tupaciguara,25327
MG,31,69703,Turmalina,19964
MG,31,69802,Turvolândia,5040
MG,31,69901,Ubá,115552
MG,31,70008,Ubaí,12533
MG,31,70057,Ubaporanga,12471
MG,31,70107,Uberaba,333783
MG,31,70206,Uberlândia,691305
MG,31,70305,Umburatiba,2611
MG,31,70404,Unaí,84378
MG,31,70438,União de Minas,4304
MG,31,70479,Uruana de Minas,3264
MG,31,70503,Urucânia,10358
MG,31,70529,Urucuia,16865
MG,31,70578,Vargem Alegre,6480
MG,31,70602,Vargem Bonita,2153
MG,31,70651,Vargem Grande do Rio Pardo,5007
MG,31,70701,Varginha,135558
MG,31,70750,Varjão de Minas,7036
MG,31,70800,Várzea da Palma,39493
MG,31,70909,Varzelândia,19320
MG,31,71006,Vazante,20590
MG,31,71030,Verdelândia,9355
MG,31,71071,Veredinha,5720
MG,31,71105,Veríssimo,3999
MG,31,71154,Vermelho Novo,4839
MG,31,71204,Vespasiano,127601
MG,31,71303,Viçosa,78846
MG,31,71402,Vieiras,3608
MG,31,71501,Mathias Lobato,3203
MG,31,71600,Virgem da Lapa,13752
MG,31,71709,Virgínia,8674
MG,31,71808,Virginópolis,10510
MG,31,71907,Virgolândia,5380
MG,31,72004,Visconde do Rio Branco,42564
MG,31,72103,Volta Grande,5252
MG,31,72202,Wenceslau Braz,2552
ES,32,102,Afonso Cláudio,30586
ES,32,136,Águia Branca,9642
ES,32,169,Água Doce do Norte,11019
ES,32,201,Alegre,30084
ES,32,300,Alfredo Chaves,14601
ES,32,359,Alto Rio Novo,7836
ES,32,409,Anchieta,29263
ES,32,508,Apiacá,7567
ES,32,607,Aracruz,101220
ES,32,706,Atilio Vivacqua,11936
ES,32,805,Baixo Guandu,30998
ES,32,904,Barra de São Francisco,44650
ES,32,1001,Boa Esperança,15037
ES,32,1100,Bom Jesus do Norte,9936
ES,32,1159,Brejetuba,12404
ES,32,1209,Cachoeiro de Itapemirim,208972
ES,32,1308,Cariacica,381285
ES,32,1407,Castelo,37534
ES,32,1506,Colatina,122499
ES,32,1605,Conceição da Barra,31063
ES,32,1704,Conceição do Castelo,12723
ES,32,1803,Divino de São Lourenço,4304
ES,32,1902,Domingos Martins,33850
ES,32,2009,Dores do Rio Preto,6749
ES,32,2108,Ecoporanga,22923
ES,32,2207,Fundão,21509
ES,32,2256,Governador Lindenberg,12709
ES,32,2306,Guaçuí,30867
ES,32,2405,Guarapari,124859
ES,32,2454,Ibatiba,26082
ES,32,2504,Ibiraçu,12479
ES,32,2553,Ibitirama,8889
ES,32,2603,Iconha,13860
ES,32,2652,Irupi,13377
ES,32,2702,Itaguaçu,14066
ES,32,2801,Itapemirim,34348
ES,32,2900,Itarana,10555
ES,32,3007,Iúna,29161
ES,32,3056,Jaguaré,30477
ES,32,3106,Jerônimo Monteiro,12192
ES,32,3130,João Neiva,16668
ES,32,3163,Laranja da Terra,10947
ES,32,3205,Linhares,173555
ES,32,3304,Mantenópolis,15350
ES,32,3320,Marataízes,38499
ES,32,3346,Marechal Floriano,16694
ES,32,3353,Marilândia,12833
ES,32,3403,Mimoso do Sul,26153
ES,32,3502,Montanha,18833
ES,32,3601,Mucurici,5524
ES,32,3700,Muniz Freire,17465
ES,32,3809,Muqui,15449
ES,32,3908,Nova Venécia,50110
ES,32,4005,Pancas,23184
ES,32,4054,Pedro Canário,26184
ES,32,4104,Pinheiros,27047
ES,32,4203,Piúma,21711
ES,32,4252,Ponto Belo,7863
ES,32,4302,Presidente Kennedy,11574
ES,32,4351,Rio Bananal,19141
ES,32,4401,Rio Novo do Sul,11622
ES,32,4500,Santa Leopoldina,12224
ES,32,4559,Santa Maria de Jetibá,40431
ES,32,4609,Santa Teresa,23590
ES,32,4658,São Domingos do Norte,8638
ES,32,4708,São Gabriel da Palha,37947
ES,32,4807,São José do Calçado,10556
ES,32,4906,São Mateus,130611
ES,32,4955,São Roque do Canaã,12415
ES,32,5002,Serra,517510
ES,32,5010,Sooretama,30070
ES,32,5036,Vargem Alta,21402
ES,32,5069,Venda Nova do Imigrante,25277
ES,32,5101,Viana,78239
ES,32,5150,Vila Pavão,9208
ES,32,5176,Vila Valério,14080
ES,32,5200,Vila Velha,493838
ES,32,5309,Vitória,362097
RJ,33,100,Angra dos Reis,203785
RJ,33,159,Aperibé,11759
RJ,33,209,Araruama,132400
RJ,33,225,Areal,12572
RJ,33,233,Armação dos Búzios,33870
RJ,33,258,Arraial do Cabo,30349
RJ,33,308,Barra do Piraí,100374
RJ,33,407,Barra Mansa,184412
RJ,33,456,Belford Roxo,510906
RJ,33,506,Bom Jardim,27446
RJ,33,605,Bom Jesus do Itabapoana,37096
RJ,33,704,Cabo Frio,226525
RJ,33,803,Cachoeiras de Macacu,58937
RJ,33,902,Cambuci,15505
RJ,33,936,Carapebus,16301
RJ,33,951,Comendador Levy Gasparian,8561
RJ,33,1009,Campos dos Goytacazes,507548
RJ,33,1108,Cantagalo,20172
RJ,33,1157,Cardoso Moreira,12823
RJ,33,1207,Carmo,18895
RJ,33,1306,Casimiro de Abreu,44184
RJ,33,1405,Conceição de Macabu,23228
RJ,33,1504,Cordeiro,21926
RJ,33,1603,Duas Barras,11492
RJ,33,1702,Duque de Caxias,919596
RJ,33,1801,Engenheiro Paulo de Frontin,14002
RJ,33,1850,Guapimirim,60517
RJ,33,1876,Iguaba Grande,28310
RJ,33,1900,Itaboraí,240592
RJ,33,2007,Itaguaí,133019
RJ,33,2056,Italva,15207
RJ,33,2106,Itaocara,23234
RJ,33,2205,Itaperuna,103224
RJ,33,2254,Itatiaia,31805
RJ,33,2270,Japeri,104768
RJ,33,2304,Laje do Muriaé,7355
RJ,33,2403,Macaé,256672
RJ,33,2452,Macuco,5599
RJ,33,2502,Magé,245071
RJ,33,2601,Mangaratiba,44468
RJ,33,2700,Maricá,161207
RJ,33,2809,Mendes,18614
RJ,33,2858,Mesquita,176103
RJ,33,2908,Miguel Pereira,25538
RJ,33,3005,Miracema,27174
RJ,33,3104,Natividade,15317
RJ,33,3203,Nilópolis,162485
RJ,33,3302,Niterói,513584
RJ,33,3401,Nova Friburgo,190631
RJ,33,3500,Nova Iguaçu,821128
RJ,33,3609,Paracambi,52257
RJ,33,3708,Paraíba do Sul,44285
RJ,33,3807,Paraty,43165
RJ,33,3856,Paty do Alferes,27769
RJ,33,3906,Petrópolis,306191
RJ,33,3955,Pinheiral,25156
RJ,33,4003,Piraí,29277
RJ,33,4102,Porciúncula,18847
RJ,33,4110,Porto Real,19683
RJ,33,4128,Quatis,14302
RJ,33,4144,Queimados,150319
RJ,33,4151,Quissamã,24700
RJ,33,4201,Resende,131341
RJ,33,4300,Rio Bonito,60201
RJ,33,4409,Rio Claro,18529
RJ,33,4508,Rio das Flores,9284
RJ,33,4524,Rio das Ostras,150674
RJ,33,4557,Rio de Janeiro,6718903
RJ,33,4607,Santa Maria Madalena,10404
RJ,33,4706,Santo Antônio de Pádua,42479
RJ,33,4755,São Francisco de Itabapoana,42205
RJ,33,4805,São Fidélis,38669
RJ,33,4904,São Gonçalo,1084839
RJ,33,5000,São João da Barra,36102
RJ,33,5109,São João de Meriti,472406
RJ,33,5133,São José de Ubá,7171
RJ,33,5158,São José do Vale do Rio Preto,21795
RJ,33,5208,São Pedro da Aldeia,104476
RJ,33,5307,São Sebastião do Alto,9357
RJ,33,5406,Sapucaia,18228
RJ,33,5505,Saquarema,89170
RJ,33,5554,Seropédica,82312
RJ,33,5604,Silva Jardim,21774
RJ,33,5703,Sumidouro,15623
RJ,33,5752,Tanguá,34309
RJ,33,5802,Teresópolis,182594
RJ,33,5901,Trajano de Moraes,10626
RJ,33,6008,Três Rios,81804
RJ,33,6107,Valença,76523
RJ,33,6156,Varre-Sai,11000
RJ,33,6206,Vassouras,36896
RJ,33,6305,Volta Redonda,273012
SP,35,105,Adamantina,35068
SP,35,204,Adolfo,3562
SP,35,303,Aguaí,36305
SP,35,402,Águas da Prata,8180
SP,35,501,Águas de Lindóia,18705
SP,35,550,Águas de Santa Bárbara,6075
SP,35,600,Águas de São Pedro,3451
SP,35,709,Agudos,37214
SP,35,758,Alambari,6025
SP,35,808,Alfredo Marcondes,4166
SP,35,907,Altair,4160
SP,35,1004,Altinópolis,16184
SP,35,1103,Alto Alegre,4099
SP,35,1152,Alumínio,18628
SP,35,1202,Álvares Florence,3679
SP,35,1301,Álvares Machado,24915
SP,35,1400,Álvaro de Carvalho,5227
SP,35,1509,Alvinlândia,3222
SP,35,1608,Americana,239597
SP,35,1707,Américo Brasiliense,40504
SP,35,1806,Américo de Campos,5969
SP,35,1905,Amparo,72195
SP,35,2002,Analândia,4995
SP,35,2101,Andradina,57157
SP,35,2200,Angatuba,25228
SP,35,2309,Anhembi,6724
SP,35,2408,Anhumas,4115
SP,35,2507,Aparecida,36157
SP,35,2606,Aparecida d'Oeste,4196
SP,35,2705,Apiaí,24374
SP,35,2754,Araçariguama,22364
SP,35,2804,Araçatuba,197016
SP,35,2903,Araçoiaba da Serra,34146
SP,35,3000,Aramina,5620
SP,35,3109,Arandu,6357
SP,35,3158,Arapeí,2469
SP,35,3208,Araraquara,236072
SP,35,3307,Araras,134236
SP,35,3356,Arco-Íris,1791
SP,35,3406,Arealva,8560
SP,35,3505,Areias,3886
SP,35,3604,Areiópolis,11129
SP,35,3703,Ariranha,9668
SP,35,3802,Artur Nogueira,54408
SP,35,3901,Arujá,89824
SP,35,3950,Aspásia,1822
SP,35,4008,Assis,104386
SP,35,4107,Atibaia,142761
SP,35,4206,Auriflama,15189
SP,35,4305,Avaí,5403
SP,35,4404,Avanhandava,13649
SP,35,4503,Avaré,90655
SP,35,4602,Bady Bassitt,17502
SP,35,4701,Balbinos,5735
SP,35,4800,Bálsamo,9068
SP,35,4909,Bananal,10945
SP,35,5005,Barão de Antonina,3469
SP,35,5104,Barbosa,7402
SP,35,5203,Bariri,35264
SP,35,5302,Barra Bonita,36126
SP,35,5351,Barra do Chapéu,5724
SP,35,5401,Barra do Turvo,7659
SP,35,5500,Barretos,122098
SP,35,5609,Barrinha,32812
SP,35,5708,Barueri,274182
SP,35,5807,Bastos,20953
SP,35,5906,Batatais,62508
SP,35,6003,Bauru,376818
SP,35,6102,Bebedouro,77496
SP,35,6201,Bento de Abreu,2980
SP,35,6300,Bernardino de Campos,11148
SP,35,6359,Bertioga,63249
SP,35,6409,Bilac,8034
SP,35,6508,Birigui,123638
SP,35,6607,Biritiba-Mirim,32598
SP,35,6706,Boa Esperança do Sul,14923
SP,35,6805,Bocaina,12329
SP,35,6904,Bofete,11730
SP,35,7001,Boituva,60997
SP,35,7100,Bom Jesus dos Perdões,25448
SP,35,7159,Bom Sucesso de Itararé,3954
SP,35,7209,Borá,837
SP,35,7308,Boracéia,4823
SP,35,7407,Borborema,16046
SP,35,7456,Borebi,2653
SP,35,7506,Botucatu,146497
SP,35,7605,Bragança Paulista,168668
SP,35,7704,Braúna,5686
SP,35,7753,Brejo Alegre,2865
SP,35,7803,Brodowski,24939
SP,35,7902,Brotas,24403
SP,35,8009,Buri,19878
SP,35,8108,Buritama,17144
SP,35,8207,Buritizal,4481
SP,35,8306,Cabrália Paulista,4264
SP,35,8405,Cabreúva,49707
SP,35,8504,Caçapava,94263
SP,35,8603,Cachoeira Paulista,33327
SP,35,8702,Caconde,18985
SP,35,8801,Cafelândia,17767
SP,35,8900,Caiabu,4191
SP,35,9007,Caieiras,101470
SP,35,9106,Caiuá,5874
SP,35,9205,Cajamar,76801
SP,35,9254,Cajati,28549
SP,35,9304,Cajobi,10542
SP,35,9403,Cajuru,26167
SP,35,9452,Campina do Monte Alegre,6024
SP,35,9502,Campinas,1204073
SP,35,9601,Campo Limpo Paulista,84650
SP,35,9700,Campos do Jordão,52088
SP,35,9809,Campos Novos Paulista,4965
SP,35,9908,Cananéia,12540
SP,35,9957,Canas,5138
SP,35,10005,Cândido Mota,31280
SP,35,10104,Cândido Rodrigues,2793
SP,35,10153,Canitar,5216
SP,35,10203,Capão Bonito,47138
SP,35,10302,Capela do Alto,20706
SP,35,10401,Capivari,55768
SP,35,10500,Caraguatatuba,121532
SP,35,10609,Carapicuíba,400927
SP,35,10708,Cardoso,12326
SP,35,10807,Casa Branca,30380
SP,35,10906,Cássia dos Coqueiros,2523
SP,35,11003,Castilho,21006
SP,35,11102,Catanduva,121862
SP,35,11201,Catiguá,7804
SP,35,11300,Cedral,9237
SP,35,11409,Cerqueira César,19985
SP,35,11508,Cerquilho,48949
SP,35,11607,Cesário Lange,18148
SP,35,11706,Charqueada,17190
SP,35,11904,Clementina,8617
SP,35,12001,Colina,18468
SP,35,12100,Colômbia,6210
SP,35,12209,Conchal,28050
SP,35,12308,Conchas,17896
SP,35,12407,Cordeirópolis,24528
SP,35,12506,Coroados,6058
SP,35,12605,Coronel Macedo,4681
SP,35,12704,Corumbataí,4055
SP,35,12803,Cosmópolis,72252
SP,35,12902,Cosmorama,7307
SP,35,13009,Cotia,249210
SP,35,13108,Cravinhos,35292
SP,35,13207,Cristais Paulista,8631
SP,35,13306,Cruzália,2073
SP,35,13405,Cruzeiro,82238
SP,35,13504,Cubatão,130705
SP,35,13603,Cunha,21547
SP,35,13702,Descalvado,33718
SP,35,13801,Diadema,423884
SP,35,13850,Dirce Reis,1793
SP,35,13900,Divinolândia,11146
SP,35,14007,Dobrada,8929
SP,35,14106,Dois Córregos,27315
SP,35,14205,Dolcinópolis,2115
SP,35,14304,Dourado,8873
SP,35,14403,Dracena,46793
SP,35,14502,Duartina,12445
SP,35,14601,Dumont,9868
SP,35,14700,Echaporã,6102
SP,35,14809,Eldorado,15494
SP,35,14908,Elias Fausto,17772
SP,35,14924,Elisiário,3651
SP,35,14957,Embaúba,2452
SP,35,15004,Embu das Artes,273726
SP,35,15103,Embu-Guaçu,69385
SP,35,15129,Emilianópolis,3214
SP,35,15152,Engenheiro Coelho,20773
SP,35,15186,Espírito Santo do Pinhal,44330
SP,35,15194,Espírito Santo do Turvo,4829
SP,35,15202,Estrela d'Oeste,8419
SP,35,15301,Estrela do Norte,2766
SP,35,15350,Euclides da Cunha Paulista,9371
SP,35,15400,Fartura,16036
SP,35,15509,Fernandópolis,69116
SP,35,15608,Fernando Prestes,5783
SP,35,15657,Fernão,1716
SP,35,15707,Ferraz de Vasconcelos,194276
SP,35,15806,Flora Rica,1464
SP,35,15905,Floreal,2917
SP,35,16002,Flórida Paulista,14640
SP,35,16101,Florínia,2676
SP,35,16200,Franca,353187
SP,35,16309,Francisco Morato,175844
SP,35,16408,Franco da Rocha,154489
SP,35,16507,Gabriel Monteiro,2776
SP,35,16606,Gália,6548
SP,35,16705,Garça,44390
SP,35,16804,Gastão Vidigal,4808
SP,35,16853,Gavião Peixoto,4789
SP,35,16903,General Salgado,10869
SP,35,17000,Getulina,11409
SP,35,17109,Glicério,4815
SP,35,17208,Guaiçara,12168
SP,35,17307,Guaimbê,5765
SP,35,17406,Guaíra,40790
SP,35,17505,Guapiaçu,21454
SP,35,17604,Guapiara,17157
SP,35,17703,Guará,21220
SP,35,17802,Guaraçaí,8323
SP,35,17901,Guaraci,11188
SP,35,18008,Guarani d'Oeste,2000
SP,35,18107,Guarantã,6664
SP,35,18206,Guararapes,32939
SP,35,18305,Guararema,29798
SP,35,18404,Guaratinguetá,121798
SP,35,18503,Guareí,18520
SP,35,18602,Guariba,40105
SP,35,18701,Guarujá,320459
SP,35,18800,Guarulhos,1379182
SP,35,18859,Guatapará,7656
SP,35,18909,Guzolândia,5267
SP,35,19006,Herculândia,9526
SP,35,19055,Holambra,14930
SP,35,19071,Hortolândia,230851
SP,35,19105,Iacanga,11710
SP,35,19204,Iacri,6321
SP,35,19253,Iaras,9240
SP,35,19303,Ibaté,35104
SP,35,19402,Ibirá,12393
SP,35,19501,Ibirarema,7753
SP,35,19600,Ibitinga,60033
SP,35,19709,Ibiúna,78878
SP,35,19808,Icém,8243
SP,35,19907,Iepê,8159
SP,35,20004,Igaraçu do Tietê,24674
SP,35,20103,Igarapava,30432
SP,35,20202,Igaratá,9534
SP,35,20301,Iguape,30857
SP,35,20400,Ilhabela,34970
SP,35,20426,Ilha Comprida,11166
SP,35,20442,Ilha Solteira,26686
SP,35,20509,Indaiatuba,251627
SP,35,20608,Indiana,4885
SP,35,20707,Indiaporã,3897
SP,35,20806,Inúbia Paulista,3991
SP,35,20905,Ipaussu,14971
SP,35,21002,Iperó,37133
SP,35,21101,Ipeúna,7546
SP,35,21150,Ipiguá,5392
SP,35,21200,Iporanga,4218
SP,35,21309,Ipuã,16409
SP,35,21408,Iracemápolis,24235
SP,35,21507,Irapuã,7993
SP,35,21606,Irapuru,8294
SP,35,21705,Itaberá,17556
SP,35,21804,Itaí,27125
SP,35,21903,Itajobi,15262
SP,35,22000,Itaju,3835
SP,35,22109,Itanhaém,101816
SP,35,22158,Itaóca,3328
SP,35,22208,Itapecerica da Serra,175693
SP,35,22307,Itapetininga,163901
SP,35,22406,Itapeva,94354
SP,35,22505,Itapevi,237700
SP,35,22604,Itapira,74773
SP,35,22653,Itapirapuã Paulista,4241
SP,35,22703,Itápolis,43120
